,A3TV,ABE,ABG,ABG.P_0,ABG.P_1,ACS,ACX,ACX_0,AENA,AGS,ALT,AMS,ANA,ANA_0,BBVA,BKIA,BKIA_0,BKT,BME,BTO_0,BTO_1,CABK,CAR,CIE,CIN,CLNX,COL,COL_0,CRI,DIA,EBRO_0,EBRO_1,ELE,ELE_0,ENC,ENG,EVA,FAD,FCC,FER,GRF,IAG,IBE,IBLA,IBR,IDR,ITX,JAZ,LOR,MAP,MAP_0,MAS,MEL,MRL,MTS,NHH_0,NHH_1,NTGY,OHL,POP,PRS_1,REE,REE_0,REP,SAB,SAN,SCYR_0,SCYR_1,SGC,SGRE,SGRE_0,TEF,TEM,TL5,TRE,UNF,VIS,VIS_0,ZEL
2004-03-29,,2.235977270579566,,,,-0.41028017086657437,,2.7932320953001466,,,-0.6298297537880471,,,-0.5252605586258808,0.09496381361543751,,,-0.5577323971130547,,0.05123503240162944,,,,,,,,,,,,,,-0.6203088057614686,,0.20064145029951416,,,-0.7670164577283276,,,,0.5839479598850313,-0.3914752110811126,,-0.3715229459432447,1.3108599331654618,,-0.5367156685177263,,-1.6599913252281633,,,,,-1.114553686712133,,0.9808233338202679,,-0.854258223468466,0.10779182708496116,,-0.8721643945796558,-0.05351499186137186,,-0.17519354185265715,-0.004892388186334707,,-0.3653920933253601,,1.8533159393540668,-0.859922093688027,-0.7969926265654405,,,0.7937830209682133,,,0.5604456584187504
2004-03-30,,2.3371038860337388,,,,-0.38325353406288865,,2.7862022027181723,,,-0.7139938267508261,,,-0.37624380948898556,0.2505307157733398,,,-0.5750604115265673,,0.24242989998513814,,,,,,,,,,,,,,-0.6953586868133637,,0.37350057627477046,,,-0.07542575165159596,,,,0.7051350616055964,-0.40878352736879425,,-0.7604275590006733,1.3475673446952683,,-0.3179029835812428,,-1.766334576718991,,,,,-1.337424228900407,,0.6404818304552409,,-0.285131402247056,0.05179640031103951,,-0.4873314159966779,0.10588420228299932,,0.13991493212768347,0.08090099016111042,,-0.46262730702275384,,1.7729816300906223,-1.223699936154708,-1.0808220903760175,,,-0.062400949431053176,,,0.17779232457788272
2004-03-31,,2.142148495504578,,,,-0.4421079012964653,,2.7703652931037768,,,-0.06652910477129763,,,-0.4715430718629755,0.014375763908012873,,,-0.614927361048937,,0.3283742030039981,,,,,,,,,,,,,,-0.6139266140537544,,0.5081301567765925,,,0.2560784589664043,,,,0.8342941922837502,-0.669109904989503,,-0.39133997828381806,1.2687004866572518,,0.12890229597924033,,-1.7697494052129894,,,,,-1.5916585008897133,,0.4769962343010726,,-0.6701494950646086,-0.09806633096564811,,-0.0018347615146854204,0.4819929282970176,,-0.068835526687353,-0.05131827950637484,,-1.2326960621752099,,1.365058591393248,-1.1819230444575988,-1.2714301499028287,,,0.40752164510302347,,,0.22420674740579508
2004-04-01,,2.2144806863997872,,,,-0.335023689940881,,2.7749469471261152,,,-0.03295812893185152,,,-0.05606231933538521,-0.31365627762412646,,,-0.5209214589836713,,0.42388742715034444,,,,,,,,,,,,,,-1.0896229548545673,,0.27152235271388653,,,0.29197281830963245,,,,0.5391474887002979,-0.4329958147567615,,-0.8957607580220817,1.038943557692853,,0.1822964400417773,,-1.8424454303319242,,,,,-1.5038292479487978,,0.7641903986559978,,-0.6159564313019327,0.20767534998104067,,0.21298676405110878,0.0775568518432733,,-0.5504737718473359,-0.3544277271389766,,-1.0059743393098146,,1.474757121008067,-1.2838862600358971,-0.6709196038531169,,,0.6405031087368318,,,0.39004690180610874
2004-04-02,,2.463421394537116,,,,-0.10688278540517548,,2.793734089256403,,,-0.27179597862362004,,,-0.19088903434374516,-0.0731806152334801,,,-0.23110491580163095,,0.3320930226792674,,,,,,,,,,,,,,-0.8174081611602376,,0.19530511593699879,,,0.32090888074853247,,,,0.7754727024478312,-0.5703979307971435,,-1.0724532078686202,0.6176337740666326,,-0.07580685852145948,,-2.05146078014246,,,,,-1.5351709435159482,,0.753922626418442,,-0.7529039100644505,0.4760172287301792,,0.340533003592721,-0.23300563018076278,,-0.3696126018384317,-0.38789656286116564,,-1.2550184676596658,,1.0267335511884523,-0.7554006748184342,-0.3720675625858852,,,0.9087306959630493,,,0.11795053585669028
2004-04-05,,1.8858293226264269,,,,-0.5522911203888752,,3.2041923393016516,,,-0.24288875593434958,,,-0.05329318658163413,0.030850827759586145,,,-0.03231696841229475,,0.4900357512146523,,,,,,,,,,,,,,-1.0083894639192248,,0.038708147497116464,,,0.1397732961845568,,,,0.6717547678179844,-0.4118371120557279,,-0.8747298287968903,0.47900867003024283,,-0.07670689715271181,,-1.898283057335875,,,,,-1.3280939518843595,,0.9103174954221097,,-0.9081614499068198,0.66611069922222,,0.5397018414106881,0.3453960476335887,,-0.31152836400536543,-0.87501708505884,,-1.4670442545769065,,0.9738991389595475,-0.6400516557412083,-0.5301081954922311,,,0.5415039301794099,,,0.29365907198353325
2004-04-06,,1.8638318997135195,,,,-0.5502105682432238,,2.929787931490417,,,-0.8256638332862698,,,-0.9161842084577061,0.22494536899531714,,,-0.26972741810554907,,0.49703870620280755,,,,,,,,,,,,,,-0.7551847785653217,,0.2655629307528704,,,0.15235785580118943,,,,0.831357779472264,-0.1058938976587188,,-0.9920846813845555,0.19152662731714964,,0.1371834999418495,,-1.7893151209445146,,,,,-1.3224049288050956,,0.6351365926172544,,-0.9550530130742041,0.7194268378770728,,0.30693766356608443,1.4051660811720088,,-0.24082237003522988,-1.1291184275128956,,-1.2510772886700854,,0.9465825514803895,-0.553968053180786,-0.25237880055643097,,,0.44227091452191586,,,0.35997414755847884
2004-04-07,,2.4009611664031634,,,,-0.13900726551697046,,2.657574250969646,,,-0.8626041059702151,,,-0.6802063832612395,0.35055769779014745,,,-0.3120556926346935,,0.4891117476854526,,,,,,,,,,,,,,-0.8527499228791332,,-0.08093348542823016,,,0.4684801280073243,,,,0.2460885720201842,-0.17531474982281323,,-0.758897964427313,0.41208469023182726,,0.21035154131651715,,-1.9277133794477133,,,,,-1.358774053736646,,0.4011437870134921,,-0.8761640960762711,0.4264804888177054,,0.2635012675141157,1.4868005809746458,,-0.13445635378425755,-0.8286968382018758,,-1.428798460563236,,1.0654556950509015,-0.570698734161619,-0.5320177750762691,,,0.36741788847407736,,,0.27307975871929546
2004-04-08,,2.4292371874540923,,,,-0.2522580466539577,,2.982738345076428,,,-1.1897846376385555,,,-0.8716397941435434,0.23073133420258599,,,-0.41893778701691514,,0.2789866324201827,,,,,,,,,,,,,,-0.8122740314902779,,-0.13795945021105283,,,0.3486964998154246,,,,0.7056865384540302,-0.18378097021375087,,-0.9757287592767339,-0.03291794969050826,,-0.10410736411262177,,-1.2853768512703776,,,,,-1.0977014036427066,,0.5049170322438574,,-1.0000239586605986,0.3961763444496843,,0.43311014509981965,1.5619876816039266,,0.10943388770640988,-0.5802791183492944,,-1.2256950014036225,,0.331527395538024,-0.6119814330812591,-0.5913291549007184,,,0.8598078222660502,,,0.1987388654259824
2004-04-13,,2.5150630684567847,,,,-0.37847807773519704,,2.8629018098577346,,,-1.3438331812652426,,,-0.8019189914313787,0.07069108325833955,,,-0.5209861192248317,,0.03313692036851652,,,,,,,,,,,,,,-0.8904276887381213,,0.21817189129851006,,,0.34977779845286233,,,,0.09291700917073839,-0.30244935407178325,,-0.25954613366880547,0.46035523868802564,,-0.2701891994476546,,-1.5684051265761065,,,,,-0.990922639370084,,0.5601225928084443,,-0.5209861192248317,0.6271514343278769,,0.1243270696449034,1.725426074082739,,-0.1348704274680225,-0.5793611918579027,,-1.152813257663576,,-0.27344492748718324,-0.5488408178785886,-0.5776284608801204,,,1.12487690179844,,,0.35018282177551613
2004-04-14,,2.5020609963654037,,,,-0.5477921934310112,,2.6222454974130778,,,-1.2761978711243092,,,-1.0078672438621983,0.14545133311000644,,,-0.07557437428926027,,-0.052769742423462655,,,,,,,,,,,,,,-0.9691341776917234,,0.32281256136356146,,,0.5729767263617305,,,,-0.015050266236807495,0.03588205949654512,,-0.426020939692884,0.5499634861313097,,-0.7224705943017347,,-1.6207486838646956,,,,,-1.150183376261826,,0.24826051487970838,,0.18602860938374696,0.7529325999068011,,0.44071505808548384,1.4688909291847905,,-0.09209293880287274,-0.8261666408641654,,-1.2846043504395372,,-0.19295644278807936,-0.7029481117953413,-0.5162781919172883,,,1.011208285621229,,,0.6194274824838022
2004-04-15,,1.9121777951151282,,,,-0.7122999950767752,,2.6980404513608574,,,-1.1255375087408448,,,-0.5619636024636538,-0.07459853088123262,,,-0.07459853088123262,,-0.2578331937988486,,,,,,,,,,,,,,-0.8278255783967258,,0.45362457965746195,,,0.8693645673205439,,,,0.020557278520440727,0.21711324061251017,,-0.11784197220458748,0.6426181771404428,,-1.373188683855516,,-1.4802149268807665,,,,,-1.5128942169557211,,-0.07459853088123262,,-0.0012410372240359365,0.607065832208236,,0.44427912028036215,1.3890515436812676,,-0.2260643306111205,-0.4817425396753592,,-1.5722458847637204,,0.6813567994387727,-0.7529304997647659,-0.5868509282466011,,,1.0182577465525047,,,0.8609633594142122
2004-04-16,,1.5471838434708851,,,,-0.8785273881294746,,2.358022029103732,,,-0.7166050533516746,,,-0.4889822233120137,0.09462201819269313,,,-0.2612279248072376,,-0.3929898987930096,,,,,,,,,,,,,,-0.6452401523274618,,0.1720894869575353,,,0.7891594869776419,,,,0.512764753043185,0.1261753106648135,,0.052040399554007,0.8157578938267102,,-1.5914762994377136,,-2.275047796703201,,,,,-1.6698921805184215,,-0.4144579697920389,,0.1456543954449223,0.5540557680124599,,0.5256125895662959,1.751439550665329,,0.15125044985726768,-0.7211135140143533,,-0.8118633433530539,,0.9484647070841289,-0.6923149182624655,-0.481253528224931,,,0.7304809479436076,,,0.7662185606618388
2004-04-19,,1.3348512172999936,,,,-0.9494137408760822,,2.4232273449845105,,,-0.7556800318662151,,,-0.10219764397685062,-0.05331532763812571,,,-0.44718409007199994,,-0.32366285915066095,,,,,,,,,,,,,,-0.7778075997636622,,0.010948847656160396,,,0.7727064387572802,,,,0.6553222561822022,0.12139123894614437,,-0.0794970915160697,0.752857766389635,,-1.3602519077200264,,-2.2482264325583965,,,,,-1.5982825404671945,,-0.39669878752789767,,-0.23468659046733323,0.6544939772582744,,0.6304170627301402,1.4945289950296319,,-0.15141640172424117,-1.2926720855255496,,-0.3457544780932005,,1.095897193132766,-0.7212062145182706,-0.055800241424839414,,,0.6805532968570924,,,1.2665584296627843
2004-04-20,,1.8302703496301478,,,,-1.146501775831145,,2.4817400183776255,,,-1.0850079030939985,,,0.33738977131319525,-0.055707878471115205,,,-0.47354384449801934,,-0.5241533477524927,,,,,,,,,,,,,,-0.8011410084818377,,-0.024493813796886664,,,0.8062871378380595,,,,0.7060464113513188,0.13706893202350592,,-0.23149031507980888,0.590141728810762,,-0.9021536459427152,,-2.2489854796587716,,,,,-1.2750778362758046,,-0.15367500955909089,,-0.36883771646209745,0.6265657874069804,,-0.02724624356694211,1.5167959901202697,,-0.14141211817154936,-1.1391746991081106,,-0.21432496211782123,,0.8750464732797203,-0.6717198395640851,-0.23141729809242917,,,0.37964257868556706,,,1.4290695566875695
2004-04-21,,1.7593022779477352,,,,-1.1288752503842407,,2.5244608526940113,,,-1.2869640217242093,,,0.28230261583424177,-0.14896239063595906,,,-0.5559164257745174,,-0.9192804204457945,,,,,,,,,,,,,,-0.7947761571369016,,-0.07481125128100226,,,0.7074088149255214,,,,0.7004180265008103,0.13009063976489676,,-0.0978839193847146,0.6842581557009424,,-0.8206290901956693,,-1.587883914437403,,,,,-1.3117479148558957,,-0.20088068183032212,,-0.7789450521090366,0.5786150866437431,,-0.08688268155453058,1.5738724084394298,,0.04684552985595577,-1.3494759118150215,,-0.12436893370499223,,0.6682241015072262,-0.5744630104292621,0.24488248523690254,,,0.1712682382024296,,,1.7707977944456266
2004-04-22,,1.7353420161131772,,,,-0.48305155351365114,,2.5336859468694013,,,-1.351494743511567,,,1.274235653836299,0.266884583330837,,,-1.0292512405592635,,-1.171999261623379,,,,,,,,,,,,,,-0.8424031508907556,,-0.09443038603362164,,,0.8806210999590256,,,,0.6020062011715958,0.27585919024790134,,-0.07052373080249603,0.7491877652437303,,-0.9083801347636623,,-0.8656254767838991,,,,,-1.6357103844366645,,-0.06267592598182031,,-1.226182490598609,0.5722978790077966,,-0.5273209146809383,1.678554253734264,,0.08381875876833857,-1.131580784034886,,-0.24775816370582773,,0.45153043458102365,-0.5995712379183431,-0.09443038603362164,,,0.535691416885818,,,0.7026747661237972
2004-04-23,,1.5340163073368338,,,,-0.15238116043709488,,2.787780430876153,,,-1.3354424977453232,,,1.7972961783207462,0.19359850067416867,,,-1.1173058974119872,,-0.967323081392385,,,,,,,,,,,,,,-0.8094675487739954,,0.0007423025642542243,,,0.45744365588106484,,,,0.6070280929533236,0.152134392919192,,-0.31262029282781,0.4128213533344562,,-0.48210157038924323,,-1.0740803024931853,,,,,-1.4082888493708816,,-0.3046730067078203,,-1.0575085006640885,1.5453412019829482,,-0.6326365317956516,1.1708398790893182,,0.05991375208249773,-1.247625859350215,,0.30685884287154636,,0.6362811464821257,-0.4298752859812362,-0.12952977233939825,,,0.08867877463863993,,,-0.28991465432695385
2004-04-26,,1.607218853170371,,,,0.016485504015868045,,2.7068401134963933,,,-1.3828111372299132,,,1.3704257214386404,0.34715390318147377,,,-1.1578752087611064,,-0.9752239862661122,,,,,,,,,,,,,,-0.6806085504783275,,-0.28601312651319755,,,0.3741618818898002,,,,0.4869777815207914,0.1598162401723355,,-0.5405573290910128,0.10110510349498138,,-0.26257853763376726,,-1.1553270978603465,,,,,-1.195181418194046,,0.41524668796933567,,-1.0307658556275998,1.8105825719981337,,-0.32301949930195567,1.4776105096213796,,-0.22944498293597773,-1.3132234934200988,,0.4943397847384525,,0.5195800350669506,-0.593491357617325,-0.49869732962276614,,,-0.32758546402271904,,,0.0648596828013662
2004-04-27,,1.5336998564887026,,,,-0.2837956101160408,,2.503738851739773,,,-1.3129205976780751,,,1.1258879273004658,0.4053885789555636,,,-1.0286953838320583,,-0.78133372208222,,,,,,,,,,,,,,-0.7439891021965084,,0.17688350382307833,,,0.23568014904792312,,,,0.33284752551133145,0.43020733511245723,,-0.4223972537138001,0.06471827530730434,,-0.2437418774537327,,-1.8684200704075982,,,,,-0.8264985023147602,,0.388489826822834,,-1.3559435912581685,1.6697846607340792,,-0.7664809956680781,1.840356908967341,,-0.07302407068074908,-1.2815539973317922,,0.2868567913860827,,0.391357637895024,-0.3896660129857782,-0.4553652482889734,,,0.10778851797996922,,,0.34013968893640334
2004-04-28,,0.528135532752741,,,,-0.25967933622235884,,1.8574509314557788,,,-2.1242725745637157,,,1.1715932784887557,0.947426210663879,,,-1.1071375630519005,,0.3084482602532372,,,,,,,,,,,,,,0.5442995036344135,,0.2680266123820945,,,0.8930693730516528,,,,-0.29367359910425084,0.5299998104680888,,-0.26091178017490785,-0.20492890295307695,,-1.0058562673888907,,-2.3431160181140016,,,,,-0.8738856939187679,,0.1906309481481292,,-1.037813975108561,1.6280015619052586,,-0.306727353386068,1.862045968651155,,-0.049194073830047175,-0.8405421975869385,,0.19143320988834356,,-0.47967145518934706,-0.03618292963754628,-0.596773175726154,,,0.70319877337632,,,0.1966069208366936
2004-04-29,,1.3641586173304434,,,,-0.39336869338622693,,1.7487797747971547,,,-1.9398524549023415,,,1.081083570110118,0.894465788092326,,,-1.0846284460969857,,0.37184817817208043,,,,,,,,,,,,,,1.1832649994555702,,0.3524826675254507,,,0.865628675981826,,,,-0.21257335113702241,-0.17821082511230313,,0.10632318028853303,0.08309677085246112,,-0.9791630010918313,,-1.7096139602226732,,,,,-1.115888271072799,,0.3024110453291845,,-1.341388169210736,1.5587577456412254,,-0.2956700733603374,1.2047647221130229,,0.0002650622261931359,-1.7904895295026972,,-0.15410532934882099,,-0.005581698966443121,-0.7005776625910938,-0.145048404054831,,,0.8838045372628259,,,0.045024534878723335
2004-04-30,,1.8858443824552844,,,,0.07526716434911362,,2.176856628400331,,,-1.6145178555856208,,,0.9751367082331228,0.4807497343561384,,,-1.2708147568059567,,0.17846094719807676,,,,,,,,,,,,,,1.2913716483587996,,0.5633518981564187,,,0.322112031532537,,,,-0.46530757560894415,-0.5294300324831629,,0.3733840406548701,0.39984795275719354,,-0.8489524154565555,,-1.769111357238879,,,,,-1.2189059349196065,,0.6797743600704113,,-1.5455394629081576,0.23825508121892472,,0.2760232235703792,1.2679441989674614,,-0.449612283635154,-1.0277489043464267,,-0.1567096118757148,,0.043073142255400695,-1.1127280863656273,-0.38001032819531144,,,0.8141835500048761,,,0.34775191288577784
2004-05-03,,1.562143440284333,,,,0.20797308859886296,,2.048205601519914,,,-2.1237008794273082,,,0.7177272579820736,1.1386795198150892,,,-1.2076017072367333,,0.05719085660756118,,,,,,,,,,,,,,1.621802479264203,,-0.14292629937969079,,,0.6939145646712944,,,,-0.7474709407637152,0.10732097540207464,,0.27110328501031145,0.1389114921404372,,-0.970810938767825,,-1.8694252587521982,,,,,-1.3255736493593966,,0.7050039305571864,,-1.0263597586493314,0.1109282532564264,,0.5225006408309919,0.7776901695675962,,-0.07548854870278536,-1.2229352184844382,,-0.21425054774795904,,-0.20327324668971894,-0.909454972609578,0.2688054546320696,,,0.42948136009329346,,,0.6598895963369671
2004-05-04,,1.5368538148460413,,,,0.519413139837461,,1.7225429011118443,,,-2.641965596040912,,,0.8807231651518024,0.7927037414950425,,,-0.837502284913578,,0.335727050117867,,,,,,,,,,,,,,1.4947557147165846,,0.3520496457282227,,,0.39787462919264344,,,,-0.7349247753144871,-0.28205075397213053,,0.04195168387828115,0.33739035699794245,,-1.1886023978051818,,-1.2941572259430258,,,,,-1.046813777056388,,0.09291349961219182,,-1.3151464001663267,0.20577954185251646,,0.837071134424743,0.720500221689444,,-0.12285839430268168,-1.6947917820462188,,0.27761773455783056,,0.27283194582221415,-0.8865622274719753,-0.1298719495939277,,,0.6260486022148302,,,0.7304990413793361
2004-05-05,,1.2321685112188674,,,,0.8565826316026324,,1.385047546056557,,,-2.532842571095622,,,1.0296590581848806,1.0324391247649525,,,-0.5679643851429144,,1.176184411303081,,,,,,,,,,,,,,1.498340528241126,,0.28256051870781235,,,0.17678436957223018,,,,-0.5105074662952425,-0.782721837591061,,0.3689346387055941,-0.1558823824154476,,-1.1200949662541475,,-1.8273646328859254,,,,,-1.24080867380228,,-0.11298057495319767,,-1.5982230835770088,0.041272094105182296,,0.4763111406423857,0.7161636480341509,,-0.02966297837148276,-1.368251584793812,,0.5826806867056727,,0.41263806550937393,-0.27255920223583047,0.22375130029063212,,,0.46564299723367825,,,0.16270306853516842
2004-05-06,,1.1135728745022577,,,,1.0238871321342844,,1.5667577089795155,,,-1.8276382957571842,,,0.7963200422143345,0.4097108117485339,,,-0.5614422951222964,,1.2388015606890217,,,,,,,,,,,,,,0.5263868269123608,,1.5512039029662237,,,0.689159668505358,,,,-0.48108184016131184,-1.1988018095892303,,0.012312090068495644,0.28386566729796125,,-1.2416333626938438,,-1.367457680503404,,,,,-1.1848602905645236,,0.32218920443107446,,-1.7336239233705426,-0.11020190312228939,,0.7223973465064651,1.0805762188675463,,0.049614422137942406,-1.9829808695306173,,0.05975399441205066,,0.11519569839747247,-0.7125816359031237,0.24512332570850628,,,0.42844256599642955,,,0.16703284384252692
2004-05-07,,1.4543754134172824,,,,0.718767452755836,,1.5803161170607891,,,-2.1822268829476403,,,0.8242998403730343,-0.14491996369300889,,,-0.49389427060942975,,1.4987427835102642,,,,,,,,,,,,,,0.49032250417763906,,1.090766673096162,,,0.951627982042477,,,,-0.0644335763062575,-1.1824390068151804,,0.16089527970978978,-0.10458402088087403,,-0.8012516125191071,,-1.69156829932902,,,,,-0.8875071861675786,,0.8768995499427111,,-1.697197803096667,0.16102012337160856,,0.3827539986546302,0.5316428971623512,,-0.3277013483907008,-1.9601403548897969,,-0.10210643625995527,,0.45434235339374707,-0.4038783102295579,0.20278592013040644,,,0.6116469056067563,,,0.05264327772928372
2004-05-10,,2.136309793821577,,,,0.8109972032836988,,1.7645413781019155,,,-1.0232111176580587,,,0.8934863354036378,-0.16787007337449547,,,-0.250948369755924,,1.1844751117714676,,,,,,,,,,,,,,-0.04276850058176765,,0.8405581370094493,,,0.7827719294319107,,,,0.6107784749313886,-1.2945953222156756,,-0.2836624290308243,-1.3902472553421295,,-1.0668544038331707,,-1.7940357446831012,,,,,-0.8931855568089057,,0.7095818216355716,,-1.4120930251293196,0.4628019565687939,,0.10143826853509767,0.717751971859538,,-0.5763989284170247,-1.7433624381296997,,-0.025128485126459498,,-0.02460652688161215,-0.5474643672621875,0.4830883450678362,,,0.7490775772699851,,,0.28877423953848685
2004-05-11,,2.1665137791122286,,,,0.8580651844903907,,1.8001564485717048,,,-0.8852038571651891,,,0.3218018832453093,0.20111629392974406,,,-0.5782302038314608,,1.1214985960400308,,,,,,,,,,,,,,0.3620178913458464,,-1.036678313393395,,,1.335125699679846,,,,0.29764211045268235,-1.2607359668985196,,-0.18249250692336216,-1.7385858016877758,,-1.1269951325936582,,-1.5034323054432086,,,,,-0.3130047013825231,,1.012990765441732,,-0.6917140656213272,0.522631802253443,,0.5862732123721861,0.5192842685031002,,-0.6010519189974932,-1.868942080544211,,-0.06540932008315462,,0.27121557557505543,-0.5429512632649177,0.5123525550347077,,,0.7277426007009727,,,-0.2210012289187829
2004-05-12,,2.480767070554182,,,,0.5572164748259666,,2.0107571730331975,,,0.33819773025316924,,,0.5510656259877657,0.41306629385119514,,,-0.6262192973540435,,0.8011107079516276,,,,,,,,,,,,,,0.19296966563370171,,-1.160492484080278,,,1.341630940039892,,,,0.2558334271625514,-0.9935964451233088,,-0.012984017546516227,-1.2479046994176208,,-1.5169838997992064,,-1.1811682261749965,,,,,-0.9023638315934482,,0.33404924568752264,,-0.9840468723406746,0.048899206555323066,,1.216456338395907,0.6397692500615488,,-0.8253080330187623,-1.4720863830469386,,-0.07930843172849307,,0.4496755790732831,-1.0249917028541695,-0.29175976602178627,,,0.6306885154280183,,,0.057060845605392915
2004-05-13,,2.201837702998056,,,,0.2120986802477411,,1.7766553747445752,,,0.6626214244824667,,,0.7309794593681698,0.35752348442186493,,,-0.1049698959226586,,0.6590637656075525,,,,,,,,,,,,,,0.024818479868519015,,-0.9145596021726721,,,0.8742464458684639,,,,0.35752348442186493,-1.8734893589783326,,0.07670403985982674,-1.0654910305565164,,-1.643069439141121,,-1.403490569156979,,,,,-0.17145868003715142,,0.4944409671156334,,-1.2181446679792525,-0.04255964029963129,,0.457812380290198,0.6247598423390007,,-0.8018307419445577,-1.9230533306772284,,0.09949214488882242,,0.5503087385739763,-0.8448836342500388,0.045413071532749316,,,0.8577016983047667,,,0.9429994061818905
2004-05-14,,2.250715501952013,,,,0.43978609400274116,,1.9597473056698616,,,0.42521279453662386,,,1.0788340013137157,0.48423102952488417,,,-0.35462471456068534,,-0.1088547371709405,,,,,,,,,,,,,,0.13570377011064239,,-0.9290959970508028,,,0.7210212614708532,,,,0.5875428675350257,-1.5321092022477447,,0.06382952753502208,-0.6280447018333708,,-2.0724888938032837,,-1.2221523431296177,,,,,0.38246594199593803,,0.6340350555126919,,-0.5913778536462322,-0.008631817197864879,,-0.03318269954190933,0.5875428675350257,,-0.8089762772368155,-2.0137677279324055,,-0.32117804880420286,,0.6747673992460584,-1.214059437250689,0.16329894491064917,,,0.39268781641713657,,,0.8571222721376881
